,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
7099,34,services,married,high.school,no,no,no,telephone,may,mon,365.0,1,999,0,nonexistent,no
7100,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,tue,7.0,1,999,0,nonexistent,no
7101,45,unemployed,married,high.school,no,yes,no,cellular,jul,mon,99.0,2,999,0,nonexistent,no
7102,29,admin.,single,university.degree,no,yes,no,cellular,oct,mon,110.0,2,999,0,nonexistent,no
7103,30,services,single,high.school,no,yes,no,telephone,may,thu,52.0,4,999,0,nonexistent,no
7104,36,admin.,married,university.degree,no,yes,no,telephone,jun,mon,152.0,2,999,0,nonexistent,no
7105,49,admin.,divorced,university.degree,no,no,no,telephone,jun,wed,141.0,2,999,0,nonexistent,no
7106,54,technician,married,professional.course,no,yes,no,telephone,jul,fri,149.0,1,999,0,nonexistent,no
7107,35,technician,married,university.degree,no,no,yes,cellular,aug,tue,204.0,2,999,0,nonexistent,no
7108,37,admin.,married,high.school,no,no,no,cellular,nov,mon,148.0,2,999,0,nonexistent,no
7109,38,technician,married,university.degree,no,no,no,cellular,aug,mon,219.0,2,999,0,nonexistent,no
7110,58,entrepreneur,married,university.degree,unknown,no,no,telephone,may,tue,437.0,2,999,0,nonexistent,no
7111,30,student,single,high.school,no,no,no,cellular,mar,fri,268.0,5,10,2,failure,yes
7112,29,management,married,university.degree,no,no,no,telephone,may,tue,134.0,2,999,0,nonexistent,no
7113,37,technician,divorced,professional.course,no,yes,no,cellular,aug,tue,520.0,2,999,0,nonexistent,no
7114,48,housemaid,married,basic.6y,no,no,no,cellular,nov,wed,167.0,4,999,0,nonexistent,no
7115,59,entrepreneur,married,university.degree,unknown,no,no,telephone,may,thu,146.0,1,999,0,nonexistent,no
7116,44,blue-collar,married,basic.4y,no,no,no,cellular,aug,wed,438.0,1,999,0,nonexistent,no
7117,48,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,84.0,5,999,0,nonexistent,no
7118,41,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,950.0,4,999,0,nonexistent,no
7119,35,technician,divorced,professional.course,no,no,no,cellular,may,fri,692.0,3,999,0,nonexistent,yes
7120,31,blue-collar,single,high.school,no,yes,no,cellular,may,thu,361.0,1,999,0,nonexistent,no
7121,53,blue-collar,married,professional.course,unknown,no,no,cellular,may,wed,403.0,4,999,0,nonexistent,no
7122,39,admin.,married,university.degree,no,yes,no,cellular,aug,wed,581.0,4,999,0,nonexistent,yes
7123,34,admin.,married,university.degree,no,no,no,cellular,aug,fri,78.0,1,999,0,nonexistent,no
7124,78,retired,married,unknown,no,yes,no,cellular,jul,wed,87.0,3,999,0,nonexistent,yes
7125,41,admin.,married,university.degree,no,yes,no,cellular,dec,thu,500.0,1,999,0,nonexistent,yes
7126,44,services,married,high.school,no,no,no,cellular,nov,wed,635.0,3,999,1,failure,no
7127,43,management,married,university.degree,no,no,no,cellular,aug,wed,157.0,2,999,0,nonexistent,no
7128,30,admin.,single,university.degree,no,no,no,cellular,aug,wed,134.0,1,999,0,nonexistent,no
7129,30,blue-collar,single,basic.6y,no,no,no,cellular,may,fri,92.0,4,999,1,failure,no
7130,26,admin.,single,high.school,no,no,no,telephone,jun,wed,72.0,1,999,0,nonexistent,no
7131,38,technician,single,professional.course,no,yes,no,cellular,aug,tue,99.0,4,999,0,nonexistent,no
7132,59,admin.,divorced,university.degree,no,no,no,cellular,may,fri,58.0,1,999,1,failure,no
7133,39,blue-collar,married,unknown,unknown,yes,no,telephone,jul,tue,49.0,5,999,0,nonexistent,no
7134,50,technician,married,professional.course,no,no,yes,telephone,jun,fri,64.0,1,999,0,nonexistent,no
7135,43,admin.,married,high.school,no,no,no,telephone,may,wed,726.0,1,999,0,nonexistent,no
7136,30,blue-collar,married,professional.course,no,no,no,cellular,nov,wed,332.0,1,999,1,failure,no
7137,43,blue-collar,single,basic.6y,no,yes,no,cellular,jul,thu,391.0,2,999,0,nonexistent,no
7138,30,admin.,divorced,university.degree,no,no,no,telephone,nov,mon,48.0,1,999,0,nonexistent,no
7139,39,admin.,married,university.degree,no,yes,no,cellular,nov,mon,97.0,2,999,0,nonexistent,no
7140,32,blue-collar,divorced,professional.course,no,yes,no,cellular,jul,fri,122.0,2,999,0,nonexistent,no
7141,29,services,divorced,high.school,no,no,yes,telephone,may,mon,251.0,11,999,0,nonexistent,no
7142,51,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,172.0,2,999,0,nonexistent,no
7143,39,unemployed,married,high.school,no,yes,no,telephone,may,fri,380.0,1,999,0,nonexistent,no
7144,54,services,single,basic.6y,unknown,yes,no,cellular,may,fri,250.0,1,999,0,nonexistent,no
7145,31,technician,single,high.school,no,no,no,cellular,aug,tue,191.0,1,999,0,nonexistent,no
7146,36,blue-collar,single,basic.6y,unknown,no,no,cellular,jul,mon,276.0,2,999,0,nonexistent,no
7147,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,406.0,4,999,0,nonexistent,no
7148,49,entrepreneur,married,university.degree,unknown,yes,yes,telephone,may,fri,65.0,2,999,0,nonexistent,no
7149,35,management,married,basic.9y,no,yes,yes,telephone,may,wed,344.0,2,999,0,nonexistent,no
7150,41,entrepreneur,married,basic.4y,no,no,no,telephone,may,wed,109.0,1,999,0,nonexistent,no
7151,39,blue-collar,single,basic.4y,no,yes,no,cellular,may,tue,243.0,1,999,1,failure,no
7152,30,entrepreneur,single,university.degree,no,no,no,telephone,jul,tue,254.0,21,999,0,nonexistent,no
7153,33,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,tue,278.0,2,999,0,nonexistent,no
7154,35,blue-collar,married,basic.9y,no,yes,yes,cellular,may,tue,100.0,1,999,1,failure,no
7155,34,management,married,university.degree,no,yes,no,telephone,may,fri,283.0,3,999,1,failure,no
7156,35,admin.,single,high.school,no,no,no,telephone,may,fri,162.0,1,999,0,nonexistent,no
7157,24,services,single,professional.course,no,yes,no,telephone,may,mon,314.0,1,999,0,nonexistent,no
7158,28,technician,single,professional.course,no,yes,no,cellular,aug,thu,78.0,3,999,0,nonexistent,yes
7159,39,admin.,married,high.school,no,yes,no,cellular,may,thu,112.0,4,999,0,nonexistent,no
7160,58,self-employed,married,basic.6y,unknown,yes,no,cellular,aug,thu,79.0,8,999,0,nonexistent,no
7161,33,admin.,single,high.school,no,yes,no,cellular,jun,tue,74.0,2,999,0,nonexistent,no
7162,27,admin.,single,high.school,no,yes,no,cellular,may,fri,340.0,1,999,1,failure,no
7163,43,management,married,basic.6y,no,no,no,cellular,apr,wed,121.0,1,999,1,failure,no
7164,44,blue-collar,married,professional.course,no,yes,yes,cellular,may,tue,133.0,2,999,1,failure,no
7165,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324.0,1,999,0,nonexistent,yes
7166,27,blue-collar,married,basic.6y,no,yes,no,cellular,jul,thu,209.0,4,999,0,nonexistent,no
7167,29,services,single,high.school,no,no,no,telephone,may,thu,70.0,2,999,0,nonexistent,no
7168,53,blue-collar,married,basic.6y,no,yes,no,cellular,jun,thu,328.0,2,3,1,success,yes
7169,32,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,51.0,2,999,0,nonexistent,no
7170,35,self-employed,married,professional.course,no,no,no,telephone,may,fri,268.0,2,999,0,nonexistent,no
7171,30,blue-collar,married,basic.9y,no,yes,no,telephone,nov,thu,25.0,2,999,0,nonexistent,no
7172,57,admin.,married,university.degree,no,yes,no,cellular,nov,fri,181.0,1,999,0,nonexistent,no
7173,53,technician,married,university.degree,no,yes,no,telephone,jun,fri,73.0,3,999,0,nonexistent,no
7174,23,admin.,single,university.degree,no,no,no,cellular,jun,mon,60.0,1,999,1,failure,no
7175,35,admin.,married,high.school,no,yes,no,cellular,mar,tue,350.0,3,999,0,nonexistent,yes
7176,35,technician,single,university.degree,no,yes,no,cellular,aug,fri,65.0,13,999,0,nonexistent,no
7177,51,unemployed,married,high.school,no,yes,no,cellular,nov,thu,120.0,4,999,0,nonexistent,no
7178,35,management,married,university.degree,no,yes,no,cellular,nov,fri,579.0,9,999,0,nonexistent,yes
7179,38,admin.,married,high.school,no,yes,no,telephone,jun,fri,447.0,2,999,0,nonexistent,no
7180,55,technician,married,professional.course,no,yes,yes,cellular,aug,mon,199.0,4,999,0,nonexistent,no
7181,30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,857.0,2,999,0,nonexistent,no
7182,61,retired,married,basic.9y,no,no,no,cellular,aug,fri,99.0,3,999,0,nonexistent,no
7183,39,self-employed,married,professional.course,no,no,yes,cellular,apr,tue,389.0,1,999,0,nonexistent,no
7184,62,admin.,married,high.school,no,no,no,cellular,oct,tue,238.0,4,18,2,failure,yes
7185,53,blue-collar,married,basic.4y,no,yes,no,telephone,jun,wed,453.0,1,999,0,nonexistent,no
7186,38,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,101.0,3,999,0,nonexistent,no
7187,58,self-employed,divorced,university.degree,no,yes,no,cellular,jul,thu,548.0,1,999,0,nonexistent,no
7188,28,blue-collar,married,basic.9y,no,no,yes,telephone,may,mon,329.0,1,999,0,nonexistent,no
7189,39,admin.,married,university.degree,no,yes,no,cellular,may,mon,156.0,7,999,0,nonexistent,no
7190,48,self-employed,married,basic.9y,unknown,yes,no,telephone,jun,thu,461.0,2,999,0,nonexistent,no
7191,41,blue-collar,married,basic.6y,no,yes,no,telephone,jun,tue,732.0,2,999,0,nonexistent,yes
7192,31,admin.,single,university.degree,no,yes,no,cellular,aug,wed,194.0,2,999,0,nonexistent,no
7193,44,self-employed,divorced,professional.course,no,yes,yes,cellular,jun,thu,134.0,1,999,1,failure,no
7194,55,technician,married,university.degree,unknown,yes,no,cellular,aug,wed,150.0,2,999,0,nonexistent,no
7195,47,services,married,high.school,no,no,no,telephone,jun,mon,548.0,8,999,0,nonexistent,no
7196,34,blue-collar,single,basic.9y,no,no,no,telephone,may,fri,137.0,7,999,1,failure,no
7197,39,admin.,divorced,basic.9y,no,yes,no,cellular,jul,mon,79.0,2,999,0,nonexistent,no
7198,39,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,tue,188.0,1,999,0,nonexistent,no
7199,57,admin.,married,unknown,no,yes,no,cellular,dec,wed,391.0,2,999,0,nonexistent,yes
7200,30,technician,single,high.school,no,yes,no,cellular,may,wed,202.0,3,999,0,nonexistent,no
7201,41,technician,single,professional.course,no,no,no,telephone,may,fri,139.0,2,999,0,nonexistent,no
7202,27,blue-collar,single,basic.9y,no,yes,no,cellular,jul,mon,65.0,2,999,0,nonexistent,no
7203,29,admin.,single,university.degree,unknown,yes,no,cellular,may,fri,104.0,10,999,0,nonexistent,no
7204,43,admin.,married,university.degree,no,yes,no,cellular,jul,wed,899.0,1,999,0,nonexistent,no
7205,36,admin.,married,university.degree,unknown,yes,yes,cellular,aug,fri,97.0,1,999,0,nonexistent,no
7206,45,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,tue,95.0,2,999,0,nonexistent,no
7207,38,blue-collar,divorced,basic.9y,no,no,yes,telephone,may,fri,70.0,4,999,0,nonexistent,no
7208,33,admin.,married,university.degree,no,no,no,telephone,jun,tue,133.0,3,999,0,nonexistent,no
7209,42,entrepreneur,married,university.degree,no,unknown,unknown,cellular,jul,thu,430.0,4,999,0,nonexistent,yes
7210,25,admin.,single,high.school,no,yes,yes,cellular,may,fri,137.0,4,999,0,nonexistent,no
7211,32,technician,single,university.degree,no,yes,yes,cellular,aug,wed,93.0,2,999,0,nonexistent,no
7212,49,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,210.0,2,999,0,nonexistent,no
7213,31,services,married,high.school,no,yes,no,cellular,nov,fri,202.0,3,999,0,nonexistent,no
7214,32,services,married,high.school,no,yes,no,cellular,jul,fri,91.0,2,999,0,nonexistent,no
7215,45,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,507.0,2,999,0,nonexistent,yes
7216,29,housemaid,single,university.degree,no,no,yes,telephone,nov,mon,201.0,1,999,0,nonexistent,yes
7217,35,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,275.0,1,6,2,success,yes
7218,51,services,married,basic.9y,no,yes,no,telephone,jun,fri,250.0,3,999,0,nonexistent,no
7219,36,unemployed,single,professional.course,no,yes,yes,telephone,aug,tue,69.0,1,999,0,nonexistent,no
7220,57,retired,married,unknown,unknown,no,no,telephone,may,tue,205.0,8,999,0,nonexistent,no
7221,56,management,married,university.degree,unknown,no,no,telephone,may,tue,191.0,1,999,0,nonexistent,no
7222,47,admin.,married,university.degree,no,no,no,telephone,jul,tue,186.0,9,999,0,nonexistent,no
7223,24,technician,single,professional.course,no,unknown,unknown,cellular,may,wed,311.0,2,999,0,nonexistent,yes
7224,31,admin.,single,university.degree,no,yes,no,telephone,may,tue,659.0,4,999,0,nonexistent,no
7225,40,retired,married,professional.course,no,yes,no,telephone,jun,thu,219.0,1,999,0,nonexistent,no
7226,29,entrepreneur,single,university.degree,no,no,no,telephone,jun,wed,347.0,1,999,0,nonexistent,no
7227,23,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,523.0,2,999,0,nonexistent,yes
7228,59,retired,single,professional.course,unknown,yes,no,telephone,jul,thu,780.0,1,999,0,nonexistent,no
7229,46,management,married,basic.6y,no,no,no,cellular,nov,mon,116.0,1,999,0,nonexistent,no
7230,48,self-employed,married,high.school,unknown,yes,no,telephone,may,fri,171.0,2,999,0,nonexistent,no
7231,60,admin.,single,university.degree,no,no,no,cellular,may,thu,87.0,1,999,0,nonexistent,no
7232,55,technician,single,professional.course,no,yes,yes,cellular,mar,mon,217.0,2,999,0,nonexistent,yes
7233,54,admin.,single,university.degree,no,yes,no,cellular,may,mon,485.0,1,999,0,nonexistent,no
7234,41,management,married,university.degree,no,unknown,unknown,cellular,may,tue,369.0,1,999,0,nonexistent,no
7235,30,admin.,single,university.degree,no,yes,no,cellular,aug,wed,202.0,1,999,0,nonexistent,no
7236,34,blue-collar,married,high.school,no,yes,no,cellular,jun,mon,78.0,2,999,0,nonexistent,no
7237,34,admin.,single,university.degree,no,yes,no,cellular,mar,tue,568.0,1,6,3,success,yes
7238,37,self-employed,married,basic.4y,no,no,no,cellular,may,thu,281.0,1,999,0,nonexistent,no
7239,30,admin.,single,university.degree,no,no,no,telephone,may,mon,222.0,6,999,0,nonexistent,no
7240,49,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,97.0,1,999,0,nonexistent,no
7241,46,unemployed,divorced,basic.9y,no,no,no,telephone,may,fri,314.0,1,999,0,nonexistent,no
7242,49,admin.,married,unknown,unknown,no,no,cellular,jul,mon,630.0,3,999,0,nonexistent,no
7243,31,technician,married,professional.course,no,no,no,cellular,aug,fri,121.0,2,999,0,nonexistent,no
7244,47,blue-collar,married,high.school,no,yes,yes,telephone,may,fri,72.0,6,6,1,success,no
7245,55,admin.,divorced,high.school,no,no,no,cellular,jul,wed,189.0,1,999,0,nonexistent,no
7246,18,student,single,unknown,no,yes,no,telephone,may,tue,421.0,1,3,1,success,yes
7247,30,services,married,high.school,unknown,no,no,telephone,may,fri,205.0,2,999,0,nonexistent,no
7248,29,admin.,single,university.degree,no,no,no,cellular,aug,thu,117.0,2,999,0,nonexistent,no
7249,50,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,1365.0,2,999,1,failure,yes
7250,32,admin.,married,high.school,no,yes,no,telephone,oct,wed,48.0,1,999,0,nonexistent,no
7251,55,unemployed,married,basic.4y,unknown,yes,no,telephone,jun,wed,175.0,4,999,0,nonexistent,no
7252,42,blue-collar,divorced,high.school,no,no,yes,telephone,jun,thu,175.0,7,999,0,nonexistent,no
7253,38,admin.,married,university.degree,no,no,no,cellular,aug,fri,111.0,1,999,0,nonexistent,no
7254,30,admin.,married,university.degree,unknown,yes,no,telephone,may,mon,304.0,3,999,0,nonexistent,no
7255,45,management,single,university.degree,no,no,yes,telephone,jul,thu,269.0,3,999,0,nonexistent,no
7256,48,blue-collar,divorced,basic.4y,unknown,unknown,unknown,telephone,jun,thu,583.0,1,999,0,nonexistent,no
7257,33,technician,single,professional.course,no,no,no,cellular,aug,wed,732.0,1,999,0,nonexistent,no
7258,29,technician,married,professional.course,no,no,no,cellular,nov,tue,154.0,3,999,1,failure,no
7259,41,services,married,high.school,no,yes,yes,cellular,jul,mon,95.0,2,999,0,nonexistent,no
7260,50,self-employed,married,university.degree,no,yes,yes,telephone,may,tue,137.0,1,999,0,nonexistent,no
7261,34,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23.0,1,999,0,nonexistent,no
7262,45,services,married,basic.9y,no,no,yes,telephone,may,mon,298.0,1,999,0,nonexistent,no
7263,67,retired,married,basic.4y,no,yes,no,cellular,nov,thu,39.0,3,999,0,nonexistent,no
7264,28,unknown,single,unknown,unknown,yes,yes,telephone,may,tue,1201.0,1,999,0,nonexistent,yes
7265,41,blue-collar,married,basic.6y,no,no,no,cellular,may,tue,897.0,4,999,0,nonexistent,yes
7266,47,admin.,married,university.degree,no,yes,no,cellular,nov,wed,93.0,1,999,1,failure,no
7267,59,admin.,divorced,university.degree,no,yes,no,cellular,apr,fri,128.0,3,999,0,nonexistent,no
7268,37,technician,single,professional.course,no,no,no,telephone,may,fri,120.0,1,999,0,nonexistent,no
7269,54,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,146.0,1,999,0,nonexistent,no
7270,38,blue-collar,married,basic.4y,no,yes,no,cellular,nov,mon,117.0,2,999,0,nonexistent,no
7271,26,student,single,high.school,no,no,no,cellular,mar,wed,236.0,2,999,0,nonexistent,no
7272,37,technician,single,university.degree,no,yes,no,telephone,jun,tue,117.0,3,999,0,nonexistent,no
7273,42,unknown,married,unknown,no,yes,no,cellular,jul,mon,33.0,2,999,0,nonexistent,no
7274,43,management,married,high.school,no,no,no,cellular,nov,thu,226.0,1,999,0,nonexistent,yes
7275,24,admin.,single,university.degree,no,yes,no,cellular,jun,wed,151.0,7,999,1,failure,no
7276,57,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,452.0,1,999,0,nonexistent,no
7277,59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,may,wed,173.0,1,999,0,nonexistent,no
7278,24,services,single,basic.9y,no,yes,no,cellular,jul,wed,411.0,1,999,0,nonexistent,no
7279,51,entrepreneur,married,basic.4y,unknown,no,no,cellular,aug,tue,148.0,2,999,0,nonexistent,no
7280,52,blue-collar,married,basic.6y,unknown,no,no,cellular,aug,fri,88.0,3,999,0,nonexistent,no
7281,35,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,222.0,2,999,1,failure,no
7282,73,retired,married,basic.4y,no,yes,yes,telephone,jul,tue,538.0,2,999,0,nonexistent,no
7283,37,admin.,single,university.degree,no,yes,no,telephone,oct,fri,62.0,3,999,0,nonexistent,no
7284,47,admin.,married,high.school,no,yes,no,telephone,may,fri,352.0,3,999,0,nonexistent,no
7285,48,blue-collar,married,basic.9y,no,yes,no,cellular,may,tue,268.0,1,3,3,success,yes
7286,35,admin.,single,university.degree,no,no,yes,cellular,aug,wed,448.0,2,999,0,nonexistent,no
7287,40,self-employed,married,university.degree,no,yes,no,cellular,aug,thu,141.0,1,999,0,nonexistent,no
7288,31,blue-collar,single,professional.course,no,yes,no,cellular,jul,tue,825.0,13,999,0,nonexistent,no
7289,28,blue-collar,single,unknown,no,yes,no,cellular,jul,thu,25.0,1,999,0,nonexistent,no
7290,35,management,divorced,university.degree,no,yes,yes,cellular,jun,tue,270.0,2,12,2,success,no
7291,50,self-employed,married,basic.9y,no,yes,no,cellular,aug,thu,219.0,7,999,0,nonexistent,no
7292,35,admin.,single,high.school,no,yes,no,telephone,may,mon,338.0,1,999,0,nonexistent,no
